@spawn	1048576	.0233113122	.06013928216233923	.005359142
@spawn	2	.00018996415	5004911906819772e-20	120201e-9
@spawn	16384	.0003534058	48322910727946144e-21	295435e-9
@spawn	2097152	.011892249	.0015872199945459091	.00988791
@spawn	8388608	.053927218799999996	.004196907210379475	.049546378
@spawn	2048	.00019755389999999998	3986755999939378e-20	148003e-9
@spawn	8	.00018021655	7998223990197348e-21	155709e-9
@spawn	128	.0001953334	23604488492434525e-21	181365e-9
@spawn	32768	.00036893945000000003	11406112283263791e-21	355915e-9
@spawn	64	.00018639729999999998	1093360454889324e-20	177993e-9
@spawn	16777216	.1041695807	.004872913762026535	.099589126
@spawn	16	.00021442375	5149556363812222e-20	140324e-9
@spawn	262144	.0019311283500000002	.0005957552599242388	.001303504
@spawn	8192	.00038876099999999995	.00012668798891973273	277529e-9
@spawn	33554432	.20559607295000001	.005880470096109446	.199799082
@spawn	4194304	.028256780349999993	.003269985540516161	.024149754
@spawn	1024	.00016550415000000002	32445624777261446e-21	139004e-9
@spawn	131072	.00074780775	444166909972449e-19	707052e-9
@spawn	67108864	.4160679849	.011314372189605583	.401560074
@spawn	524288	.0033228224	.00101105993063004	.002545219
@spawn	65536	.00044788765	.0001355795124242112	334323e-9
@spawn	256	.00014485274999999999	4883783588881301e-20	111193e-9
@spawn	4096	.00026060279999999997	21558285076312985e-21	227891e-9
@spawn	4	.00018684230000000002	12082574316584585e-21	177156e-9
@spawn	512	.00019357395	8449111628636347e-21	188323e-9
@spawn	32	.00027998455	5723591505659527e-20	210804e-9
@spawn	1	.00021237305	196184293203449e-19	191633e-9
